gene_id,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
AlixG010919,SPU_022066,2.9e-166,482.0,"COG0112@1|root,KOG2467@2759|Eukaryota,38EKT@33154|Opisthokonta,3BAU2@33208|Metazoa,3CT2W@33213|Bilateria",33208|Metazoa,E,glycine biosynthetic process from serine,SHMT1,"GO:0000900,GO:0001101,GO:0001505,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004372,GO:0004793,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0005829,GO:0006082,GO:0006139,GO:0006144,GO:0006220,GO:0006221,GO:0006231,GO:0006417,GO:0006520,GO:0006544,GO:0006545,GO:0006563,GO:0006564,GO:0006565,GO:0006575,GO:0006577,GO:0006578,GO:0006725,GO:0006730,GO:0006732,GO:0006753,GO:0006760,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0007275,GO:0007610,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0008732,GO:0009056,GO:0009058,GO:0009063,GO:0009069,GO:0009070,GO:0009071,GO:0009112,GO:0009113,GO:0009117,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009157,GO:0009162,GO:0009165,GO:0009176,GO:0009177,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009437,GO:0009636,GO:0009719,GO:0009790,GO:0009792,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0014070,GO:0016043,GO:0016053,GO:0016054,GO:0016597,GO:0016740,GO:0016741,GO:0016742,GO:0016829,GO:0016830,GO:0016832,GO:0017144,GO:0017148,GO:0018130,GO:0019222,GO:0019264,GO:0019438,GO:0019637,GO:0019692,GO:0019752,GO:0019842,GO:0022607,GO:0030170,GO:0030371,GO:0030534,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031406,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0034097,GO:0034248,GO:0034249,GO:0034641,GO:0034654,GO:0035999,GO:0036094,GO:0042133,GO:0042136,GO:0042221,GO:0042398,GO:0042440,GO:0042493,GO:0042558,GO:0042752,GO:0042802,GO:0042803,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043648,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044271,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045182,GO:0045329,GO:0045471,GO:0046073,GO:0046112,GO:0046148,GO:0046385,GO:0046394,GO:0046395,GO:0046483,GO:0046653,GO:0046655,GO:0046677,GO:0046983,GO:0048027,GO:0048037,GO:0048149,GO:0048519,GO:0048523,GO:0048856,GO:0050662,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051186,GO:0051246,GO:0051248,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055086,GO:0060255,GO:0065003,GO:0065007,GO:0065008,GO:0070279,GO:0070887,GO:0070905,GO:0071229,GO:0071310,GO:0071345,GO:0071407,GO:0071417,GO:0071495,GO:0071704,GO:0071840,GO:0072521,GO:0072522,GO:0072527,GO:0072528,GO:0080090,GO:0090079,GO:0090407,GO:0097159,GO:0097164,GO:0097305,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1904481,GO:1904482,GO:1990823,GO:1990830,GO:2000112,GO:2000113",2.1.2.1,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099","RC00022,RC00112,RC01583,RC02958","ko00000,ko00001,ko00002,ko01000",-,-,-,SHMT
AlixG010928,SPU_028205,2.94e-84,253.0,"KOG3121@1|root,KOG3121@2759|Eukaryota,39E2D@33154|Opisthokonta,3BDPW@33208|Metazoa,3CTBV@33213|Bilateria",33208|Metazoa,Z,Dynactin subunit 5,DCTN5,"GO:0000003,GO:0001568,GO:0001944,GO:0002376,GO:0002478,GO:0002495,GO:0002504,GO:0003205,GO:0003231,GO:0003279,GO:0003281,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005635,GO:0005654,GO:0005737,GO:0005813,GO:0005815,GO:0005829,GO:0005856,GO:0005869,GO:0005875,GO:0006810,GO:0006888,GO:0006928,GO:0007017,GO:0007018,GO:0007275,GO:0007276,GO:0007283,GO:0007507,GO:0008088,GO:0008090,GO:0008150,GO:0009987,GO:0010970,GO:0012505,GO:0015629,GO:0015630,GO:0016020,GO:0016192,GO:0019882,GO:0019884,GO:0019886,GO:0019953,GO:0022414,GO:0030705,GO:0031090,GO:0031965,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0035904,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0046907,GO:0048002,GO:0048193,GO:0048232,GO:0048513,GO:0048609,GO:0048731,GO:0048856,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051704,GO:0060840,GO:0060976,GO:0070013,GO:0072358,GO:0072359,GO:0098930,GO:0099111",-,ko:K10427,"ko04962,map04962",-,-,-,"ko00000,ko00001,ko03036,ko04812",-,-,-,Hexapep
AlixG010936,SPU_021898,4.5e-99,293.0,"2CYX5@1|root,2S70D@2759|Eukaryota,39NH2@33154|Opisthokonta,3CQ1H@33208|Metazoa",33208|Metazoa,S,Lipocalin-like domain,-,-,-,-,-,-,-,-,-,-,-,-,Lipocalin_2
AlixG010937,SPU_021897,5.02e-112,324.0,"2CYX5@1|root,2S70D@2759|Eukaryota,39NH2@33154|Opisthokonta,3CQ1H@33208|Metazoa",2759|Eukaryota,S,Lipocalin-like domain,-,-,-,-,-,-,-,-,-,-,-,-,Lipocalin_2
AlixG010939,SPU_004555,1.26e-22,103.0,"KOG1721@1|root,KOG1721@2759|Eukaryota,3A10E@33154|Opisthokonta,3BPRC@33208|Metazoa,3D6UR@33213|Bilateria",33208|Metazoa,O,Myb/SANT-like DNA-binding domain,-,-,-,-,-,-,-,-,-,-,-,-,Myb_DNA-bind_4
AlixG010940,SPU_006482,2.69e-57,191.0,"KOG4585@1|root,KOG4585@2759|Eukaryota,3A4U2@33154|Opisthokonta,3BRKI@33208|Metazoa,3D85Q@33213|Bilateria",33208|Metazoa,L,DDE superfamily endonuclease,-,-,-,-,-,-,-,-,-,-,-,-,DDE_Tnp_4
AlixG010941,SPU_006006,4.08e-79,238.0,"KOG0078@1|root,KOG0078@2759|Eukaryota,38CUC@33154|Opisthokonta,3BCDZ@33208|Metazoa,3CR8D@33213|Bilateria",33208|Metazoa,U,member RAS oncogene family,-,"GO:0003674,GO:0003824,GO:0003924,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005768,GO:0005886,GO:0006810,GO:0007154,GO:0007165,GO:0007264,GO:0007265,GO:0008021,GO:0008104,GO:0008150,GO:0009987,GO:0012505,GO:0012506,GO:0016020,GO:0016192,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0023052,GO:0030133,GO:0030141,GO:0030659,GO:0030667,GO:0031090,GO:0031410,GO:0031982,GO:0032482,GO:0033036,GO:0034613,GO:0035556,GO:0043226,GO:0043227,GO:0043229,GO:0044422,GO:0044424,GO:0044433,GO:0044444,GO:0044446,GO:0044456,GO:0044464,GO:0045202,GO:0050789,GO:0050794,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051716,GO:0065007,GO:0070382,GO:0070727,GO:0071944,GO:0072657,GO:0072659,GO:0097458,GO:0097708,GO:0098588,GO:0098793,GO:0098805,GO:0099503,GO:1990778",-,ko:K07928,-,-,-,-,"ko00000,ko04031,ko04121",-,-,-,"Ras,SOCS_box"
AlixG010946,SPU_005839,1.46e-251,713.0,"COG1048@1|root,KOG0453@2759|Eukaryota,38CNX@33154|Opisthokonta,3B95S@33208|Metazoa,3CSK2@33213|Bilateria",33208|Metazoa,C,aconitate hydratase activity,ACO2,"GO:0001889,GO:0003674,GO:0003824,GO:0003994,GO:0005488,GO:0005506,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006082,GO:0006091,GO:0006099,GO:0006101,GO:0006102,GO:0006950,GO:0007275,GO:0008150,GO:0008152,GO:0008198,GO:0009060,GO:0009987,GO:0015980,GO:0016829,GO:0016835,GO:0016836,GO:0016999,GO:0017144,GO:0019752,GO:0031974,GO:0032501,GO:0032502,GO:0035900,GO:0043167,GO:0043169,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0045333,GO:0046872,GO:0046914,GO:0048037,GO:0048513,GO:0048731,GO:0048732,GO:0048856,GO:0050896,GO:0051536,GO:0051538,GO:0051539,GO:0051540,GO:0055114,GO:0061008,GO:0070013,GO:0071704,GO:0072350",4.2.1.3,ko:K01681,"ko00020,ko00630,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01210,ko01230,map00020,map00630,map00720,map01100,map01110,map01120,map01130,map01200,map01210,map01230","M00009,M00010,M00012,M00173,M00740","R01324,R01325,R01900","RC00497,RC00498,RC00618","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,"Aconitase,Aconitase_C"
AlixG010954,10224.XP_006816350.1,3.1e-123,388.0,"KOG0799@1|root,KOG0799@2759|Eukaryota,38G8Y@33154|Opisthokonta,3BC4H@33208|Metazoa,3CTMT@33213|Bilateria",33208|Metazoa,G,xylosyltransferase,XYLT2,"GO:0000003,GO:0000139,GO:0002009,GO:0002119,GO:0002164,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0005996,GO:0006022,GO:0006023,GO:0006024,GO:0006029,GO:0006082,GO:0006139,GO:0006725,GO:0006790,GO:0006793,GO:0006807,GO:0006950,GO:0007275,GO:0007399,GO:0007610,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009225,GO:0009266,GO:0009408,GO:0009628,GO:0009653,GO:0009791,GO:0009888,GO:0009987,GO:0010033,GO:0010721,GO:0010975,GO:0010977,GO:0012505,GO:0015012,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016763,GO:0018991,GO:0019098,GO:0019321,GO:0019538,GO:0022008,GO:0022414,GO:0030154,GO:0030158,GO:0030166,GO:0030201,GO:0030202,GO:0030203,GO:0030204,GO:0030206,GO:0030210,GO:0031090,GO:0031224,GO:0031344,GO:0031345,GO:0031984,GO:0032101,GO:0032102,GO:0032501,GO:0032502,GO:0032504,GO:0033319,GO:0033554,GO:0034097,GO:0034605,GO:0034641,GO:0034645,GO:0035252,GO:0040025,GO:0042221,GO:0042285,GO:0042732,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044272,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0046483,GO:0048513,GO:0048519,GO:0048523,GO:0048569,GO:0048583,GO:0048585,GO:0048609,GO:0048679,GO:0048681,GO:0048699,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050650,GO:0050654,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051128,GO:0051129,GO:0051239,GO:0051241,GO:0051716,GO:0051960,GO:0051961,GO:0055086,GO:0060284,GO:0060429,GO:0065007,GO:0070555,GO:0070570,GO:0070571,GO:0071704,GO:0080134,GO:0080135,GO:0098588,GO:0098791,GO:0120035,GO:0140096,GO:1901135,GO:1901137,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903034,GO:1903035,GO:1903510,GO:2000026",2.4.2.26,ko:K00771,"ko00532,ko00534,ko01100,map00532,map00534,map01100",M00057,R05925,-,"ko00000,ko00001,ko00002,ko01000,ko01003",-,GT14,-,"Branch,WSC,Xylo_C"
AlixG010954-T2,SPU_006663,0.0,987.0,"KOG0799@1|root,KOG0799@2759|Eukaryota,38G8Y@33154|Opisthokonta,3BC4H@33208|Metazoa,3CTMT@33213|Bilateria",33208|Metazoa,G,xylosyltransferase,XYLT2,"GO:0000003,GO:0000139,GO:0002009,GO:0002119,GO:0002164,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005975,GO:0005996,GO:0006022,GO:0006023,GO:0006024,GO:0006029,GO:0006082,GO:0006139,GO:0006725,GO:0006790,GO:0006793,GO:0006807,GO:0006950,GO:0007275,GO:0007399,GO:0007610,GO:0008150,GO:0008152,GO:0008194,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009225,GO:0009266,GO:0009408,GO:0009628,GO:0009653,GO:0009791,GO:0009888,GO:0009987,GO:0010033,GO:0010721,GO:0010975,GO:0010977,GO:0012505,GO:0015012,GO:0016020,GO:0016021,GO:0016740,GO:0016757,GO:0016763,GO:0018991,GO:0019098,GO:0019321,GO:0019538,GO:0022008,GO:0022414,GO:0030154,GO:0030158,GO:0030166,GO:0030201,GO:0030202,GO:0030203,GO:0030204,GO:0030206,GO:0030210,GO:0031090,GO:0031224,GO:0031344,GO:0031345,GO:0031984,GO:0032101,GO:0032102,GO:0032501,GO:0032502,GO:0032504,GO:0033319,GO:0033554,GO:0034097,GO:0034605,GO:0034641,GO:0034645,GO:0035252,GO:0040025,GO:0042221,GO:0042285,GO:0042732,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044272,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0046483,GO:0048513,GO:0048519,GO:0048523,GO:0048569,GO:0048583,GO:0048585,GO:0048609,GO:0048679,GO:0048681,GO:0048699,GO:0048729,GO:0048731,GO:0048856,GO:0048869,GO:0050650,GO:0050654,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051128,GO:0051129,GO:0051239,GO:0051241,GO:0051716,GO:0051960,GO:0051961,GO:0055086,GO:0060284,GO:0060429,GO:0065007,GO:0070555,GO:0070570,GO:0070571,GO:0071704,GO:0080134,GO:0080135,GO:0098588,GO:0098791,GO:0120035,GO:0140096,GO:1901135,GO:1901137,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1903034,GO:1903035,GO:1903510,GO:2000026",2.4.2.26,ko:K00771,"ko00532,ko00534,ko01100,map00532,map00534,map01100",M00057,R05925,-,"ko00000,ko00001,ko00002,ko01000,ko01003",-,GT14,-,"Branch,WSC,Xylo_C"
AlixG010959,SPU_007587,1.33e-102,307.0,"KOG0984@1|root,KOG0984@2759|Eukaryota,38E69@33154|Opisthokonta,3B98G@33208|Metazoa,3CSPM@33213|Bilateria",33208|Metazoa,T,MAP kinase kinase activity,MAP2K3,"GO:0000003,GO:0000165,GO:0000187,GO:0000302,GO:0000303,GO:0000305,GO:0000578,GO:0001817,GO:0001932,GO:0001934,GO:0002218,GO:0002221,GO:0002225,GO:0002251,GO:0002253,GO:0002376,GO:0002385,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002753,GO:0002757,GO:0002758,GO:0002759,GO:0002760,GO:0002764,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003006,GO:0003008,GO:0003012,GO:0003013,GO:0003015,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004708,GO:0004712,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006936,GO:0006941,GO:0006950,GO:0006952,GO:0006954,GO:0006955,GO:0006974,GO:0006975,GO:0006979,GO:0007049,GO:0007050,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007314,GO:0007346,GO:0007350,GO:0007351,GO:0007368,GO:0007389,GO:0007399,GO:0007564,GO:0007610,GO:0007617,GO:0007618,GO:0007626,GO:0008015,GO:0008150,GO:0008152,GO:0008358,GO:0008361,GO:0008595,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009636,GO:0009790,GO:0009798,GO:0009799,GO:0009855,GO:0009880,GO:0009889,GO:0009891,GO:0009893,GO:0009948,GO:0009952,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009994,GO:0010033,GO:0010035,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010594,GO:0010595,GO:0010604,GO:0010628,GO:0010632,GO:0010634,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019098,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0021700,GO:0022402,GO:0022412,GO:0022414,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030111,GO:0030154,GO:0030178,GO:0030334,GO:0030335,GO:0030522,GO:0031098,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031399,GO:0031401,GO:0031435,GO:0031974,GO:0031981,GO:0032101,GO:0032103,GO:0032147,GO:0032268,GO:0032270,GO:0032303,GO:0032305,GO:0032306,GO:0032308,GO:0032368,GO:0032370,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032879,GO:0032890,GO:0032892,GO:0033554,GO:0033674,GO:0034607,GO:0035178,GO:0035282,GO:0035545,GO:0035556,GO:0035872,GO:0035924,GO:0036211,GO:0038066,GO:0040008,GO:0040012,GO:0040014,GO:0040017,GO:0040018,GO:0042035,GO:0042221,GO:0042325,GO:0042327,GO:0042742,GO:0042802,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043269,GO:0043270,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043535,GO:0043536,GO:0043549,GO:0043900,GO:0043902,GO:0044070,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045087,GO:0045088,GO:0045089,GO:0045786,GO:0045793,GO:0045859,GO:0045860,GO:0045893,GO:0045927,GO:0045935,GO:0045937,GO:0045944,GO:0046662,GO:0048070,GO:0048079,GO:0048082,GO:0048468,GO:0048469,GO:0048477,GO:0048518,GO:0048519,GO:0048520,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048599,GO:0048609,GO:0048638,GO:0048639,GO:0048731,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050795,GO:0050829,GO:0050830,GO:0050832,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051270,GO:0051272,GO:0051338,GO:0051347,GO:0051403,GO:0051704,GO:0051707,GO:0051716,GO:0051726,GO:0051769,GO:0051770,GO:0060047,GO:0060048,GO:0060179,GO:0060255,GO:0060548,GO:0060828,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070423,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071704,GO:0071840,GO:0071900,GO:0071902,GO:0080090,GO:0080134,GO:0090066,GO:0090090,GO:0093002,GO:0098542,GO:0140096,GO:1900150,GO:1901046,GO:1901214,GO:1901215,GO:1901244,GO:1901564,GO:1901700,GO:1902097,GO:1902531,GO:1902533,GO:1902680,GO:1903506,GO:1903508,GO:1903793,GO:1905952,GO:1905954,GO:2000026,GO:2000112,GO:2000145,GO:2000147,GO:2000191,GO:2000193,GO:2000241,GO:2000243,GO:2001141",2.7.12.2,"ko:K04432,ko:K04433","ko04010,ko04013,ko04015,ko04212,ko04218,ko04380,ko04620,ko04624,ko04664,ko04668,ko04714,ko04750,ko04912,ko05014,ko05145,ko05164,ko05167,ko05169,ko05418,map04010,map04013,map04015,map04212,map04218,map04380,map04620,map04624,map04664,map04668,map04714,map04750,map04912,map05014,map05145,map05164,map05167,map05169,map05418",M00689,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001",-,-,-,Pkinase
AlixG010959-T2,SPU_007587,1.33e-102,307.0,"KOG0984@1|root,KOG0984@2759|Eukaryota,38E69@33154|Opisthokonta,3B98G@33208|Metazoa,3CSPM@33213|Bilateria",33208|Metazoa,T,MAP kinase kinase activity,MAP2K3,"GO:0000003,GO:0000165,GO:0000187,GO:0000302,GO:0000303,GO:0000305,GO:0000578,GO:0001817,GO:0001932,GO:0001934,GO:0002218,GO:0002221,GO:0002225,GO:0002251,GO:0002253,GO:0002376,GO:0002385,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002753,GO:0002757,GO:0002758,GO:0002759,GO:0002760,GO:0002764,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003002,GO:0003006,GO:0003008,GO:0003012,GO:0003013,GO:0003015,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0004708,GO:0004712,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005829,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006936,GO:0006941,GO:0006950,GO:0006952,GO:0006954,GO:0006955,GO:0006974,GO:0006975,GO:0006979,GO:0007049,GO:0007050,GO:0007154,GO:0007165,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007308,GO:0007309,GO:0007314,GO:0007346,GO:0007350,GO:0007351,GO:0007368,GO:0007389,GO:0007399,GO:0007564,GO:0007610,GO:0007617,GO:0007618,GO:0007626,GO:0008015,GO:0008150,GO:0008152,GO:0008358,GO:0008361,GO:0008595,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009636,GO:0009790,GO:0009798,GO:0009799,GO:0009855,GO:0009880,GO:0009889,GO:0009891,GO:0009893,GO:0009948,GO:0009952,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0009994,GO:0010033,GO:0010035,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010594,GO:0010595,GO:0010604,GO:0010628,GO:0010632,GO:0010634,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0019098,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0019899,GO:0019900,GO:0019901,GO:0019953,GO:0021700,GO:0022402,GO:0022412,GO:0022414,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030111,GO:0030154,GO:0030178,GO:0030334,GO:0030335,GO:0030522,GO:0031098,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031347,GO:0031349,GO:0031399,GO:0031401,GO:0031435,GO:0031974,GO:0031981,GO:0032101,GO:0032103,GO:0032147,GO:0032268,GO:0032270,GO:0032303,GO:0032305,GO:0032306,GO:0032308,GO:0032368,GO:0032370,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032879,GO:0032890,GO:0032892,GO:0033554,GO:0033674,GO:0034607,GO:0035178,GO:0035282,GO:0035545,GO:0035556,GO:0035872,GO:0035924,GO:0036211,GO:0038066,GO:0040008,GO:0040012,GO:0040014,GO:0040017,GO:0040018,GO:0042035,GO:0042221,GO:0042325,GO:0042327,GO:0042742,GO:0042802,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043170,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043269,GO:0043270,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043535,GO:0043536,GO:0043549,GO:0043900,GO:0043902,GO:0044070,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045087,GO:0045088,GO:0045089,GO:0045786,GO:0045793,GO:0045859,GO:0045860,GO:0045893,GO:0045927,GO:0045935,GO:0045937,GO:0045944,GO:0046662,GO:0048070,GO:0048079,GO:0048082,GO:0048468,GO:0048469,GO:0048477,GO:0048518,GO:0048519,GO:0048520,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048599,GO:0048609,GO:0048638,GO:0048639,GO:0048731,GO:0048856,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050795,GO:0050829,GO:0050830,GO:0050832,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051171,GO:0051173,GO:0051174,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051270,GO:0051272,GO:0051338,GO:0051347,GO:0051403,GO:0051704,GO:0051707,GO:0051716,GO:0051726,GO:0051769,GO:0051770,GO:0060047,GO:0060048,GO:0060179,GO:0060255,GO:0060548,GO:0060828,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070423,GO:0070848,GO:0070887,GO:0071310,GO:0071363,GO:0071704,GO:0071840,GO:0071900,GO:0071902,GO:0080090,GO:0080134,GO:0090066,GO:0090090,GO:0093002,GO:0098542,GO:0140096,GO:1900150,GO:1901046,GO:1901214,GO:1901215,GO:1901244,GO:1901564,GO:1901700,GO:1902097,GO:1902531,GO:1902533,GO:1902680,GO:1903506,GO:1903508,GO:1903793,GO:1905952,GO:1905954,GO:2000026,GO:2000112,GO:2000145,GO:2000147,GO:2000191,GO:2000193,GO:2000241,GO:2000243,GO:2001141",2.7.12.2,"ko:K04432,ko:K04433","ko04010,ko04013,ko04015,ko04212,ko04218,ko04380,ko04620,ko04624,ko04664,ko04668,ko04714,ko04750,ko04912,ko05014,ko05145,ko05164,ko05167,ko05169,ko05418,map04010,map04013,map04015,map04212,map04218,map04380,map04620,map04624,map04664,map04668,map04714,map04750,map04912,map05014,map05145,map05164,map05167,map05169,map05418",M00689,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001",-,-,-,Pkinase
